Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
27,2007-11-14,49.73727798461914,51.99074629658337,49.4797361291415,51.28251165198775,36738579
28,2007-11-15,50.574302673339844,51.45959416874133,49.62462459535869,50.670878180833185,29242252
29,2007-11-16,50.220191955566406,51.36302120222308,49.640725733550724,50.34896077166654,18895294
30,2007-11-19,52.0390510559082,53.922308206052065,50.9767031078146,51.36300946785967,40716718
31,2007-11-20,51.2342414855957,53.27846074278146,50.606487636899615,51.82980204552199,26342171
32,2007-11-21,47.24238204956055,51.8458956419622,46.099548698736555,51.54007031968943,26814499
33,2007-11-22,45.61667251586914,48.64276368112089,43.63683943342905,46.7434072874145,34096185
34,2007-11-23,48.64274978637695,48.93248062873772,45.906390327885084,48.61055650025344,27664090
35,2007-11-26,49.02906036376953,50.445525778408005,48.64275399598222,50.445525778408005,20159123
36,2007-11-27,47.82183837890625,49.866057371448875,47.32285774988709,49.866057371448875,20573198
37,2007-11-28,47.11362075805664,49.093458269504325,46.791696527431235,48.868109561515816,16435311
38,2007-11-29,45.842010498046875,48.54617244419898,45.246449956207414,48.288634874613315,25530967
39,2007-11-30,47.61259460449219,47.90232546982944,46.035167123099754,46.67901543112734,18437721
40,2007-12-03,48.28864288330078,48.884203523914174,47.821851048836564,48.1920630039066,16851227
41,2007-12-04,47.6608772277832,49.01296027575765,47.306759823182716,48.61055512652422,14008727
42,2007-12-05,49.56022644042969,49.73728731799183,47.64478063564469,47.74135612058759,27725290
43,2007-12-06,48.64274978637695,51.39519933836742,48.01499598928242,50.63867676315426,24104710
44,2007-12-07,48.43349075317383,49.64070611393838,47.56429831324835,48.948570180375036,11742386
45,2007-12-10,48.481807708740234,49.077364098853685,47.85405365285435,48.90030750174599,8330010
46,2007-12-11,48.256439208984375,49.19001831069985,48.01499611200405,48.916381927513726,11685950
47,2007-12-12,48.22423553466797,48.658833888889646,47.32284991332816,47.644773973288736,16342131
48,2007-12-13,47.41943359375,48.9324786840443,47.242377076670465,48.28863045266379,14620172
49,2007-12-14,46.95265197753906,47.69308022269544,46.71120883884428,47.2584816997696,10991851
50,2007-12-17,44.11971664428711,47.4838257990707,43.4597695089709,47.22628385612689,19355678
51,2007-12-18,43.92656326293945,45.391316482791034,42.558385547069484,43.62073355637107,21607783
52,2007-12-19,43.121742248535156,45.729328245593685,42.751530419050745,45.343017591816526,19526912
53,2007-12-20,42.68716049194336,44.0392439407628,42.49400508977249,43.68512643117898,17105204
54,2007-12-24,43.99094772338867,44.68308377890754,42.97688314856657,43.331000590061926,16711519
55,2007-12-26,45.32691955566406,45.87419221091597,44.232378611534806,44.232378611534806,20930094
56,2007-12-27,45.64884567260742,46.90434870517259,45.262535031952865,46.2605005483315,44565277
57,2007-12-28,46.00297546386719,46.19613083639226,45.06939189105865,45.552278139183365,18354518
58,2007-12-31,46.34099197387695,46.61462837525484,45.777624710136024,46.35709080123785,11982308
59,2008-01-01,47.1940803527832,47.628678739756154,46.14782707906584,46.58242546603879,16687746
60,2008-01-02,46.936553955078125,47.54820898677381,46.24441788325469,47.19409153693656,13437280
61,2008-01-03,48.86808395385742,49.06123926429155,46.083441691420184,46.646808799801256,31815218
62,2008-01-04,48.61056137084961,50.22018217454902,48.288637210109734,49.57633385306926,28011310
63,2008-01-07,48.20815658569336,49.31879232999904,47.693077050792105,48.30473208819789,15858063
64,2008-01-08,46.56633377075195,48.93247680341189,46.00296658994603,48.256435313169746,13282666
65,2008-01-09,45.82591247558594,46.82387821641032,45.713238149522965,46.61462839165095,13113527
66,2008-01-10,44.73136520385742,47.3228568883294,44.42553555526829,46.035160458691195,18023003
67,2008-01-11,45.40740966796875,45.8420081146276,43.62072813534356,45.343023095732086,11629440
68,2008-01-14,46.099552154541016,46.58243841510566,44.763567706920696,45.48789709776767,10264240
69,2008-01-15,44.699180603027344,47.033130835135736,44.328968680864655,46.83997982626895,11558334
70,2008-01-16,43.78169250488281,44.74746494103277,42.67105682313576,44.37725304711709,14834065
71,2008-01-17,44.95671463012695,45.9546802542309,43.00907112561959,43.94265018053933,16169395
72,2008-01-18,42.86420822143555,44.63479085737784,42.493991995365576,44.58649874693374,13254156
73,2008-01-21,35.57261657714844,42.49398371429406,30.98519664027169,42.49398371429406,33202389
74,2008-01-22,31.9992733001709,33.80204969123172,25.415921671707064,32.06365770345417,58755707
75,2008-01-23,35.57261657714844,36.94079380193304,32.514338074688744,32.514338074688744,28425991
76,2008-01-24,35.653114318847656,38.1802201930335,33.96301224817499,37.488084027842845,29911930
77,2008-01-25,37.488075256347656,37.66513178053493,35.97503010531385,37.34320765192139,12550722
78,2008-01-28,37.890480041503906,38.180210881108884,33.96300396480187,36.97299541077532,13601109
79,2008-01-29,37.26273727416992,38.53433969232833,36.699369888014594,37.98706677065534,7679877
80,2008-01-30,35.20240783691406,37.50416414105895,34.735616173265015,37.34320210067994,9016102
81,2008-01-31,32.90065002441406,35.669198048994275,32.514341556218255,35.572620386148465,41538563
82,2008-02-01,34.043487548828125,34.28493066099888,33.15819613753535,33.464023642980735,9089201
83,2008-02-04,35.797969818115234,36.2164716034812,34.68733206005035,34.68733206005035,12009385
84,2008-02-05,36.908607482910156,37.39149365329963,35.08973711438489,35.862354113732984,14593303
85,2008-02-06,36.586692810058594,37.021291348826914,34.54247547117089,35.89455666051161,12429218
86,2008-02-07,34.86439514160156,37.327116236255065,34.63904866983149,36.087707366737824,11300078
87,2008-02-08,33.9630012512207,35.37946641663072,33.33524751025345,35.089735600174706,13514197
88,2008-02-11,31.56467056274414,34.44589351286467,31.226649761441898,34.44589351286467,15133331
89,2008-02-12,31.00129508972168,32.723589746525626,30.743755395734077,32.514339973203576,10237627
90,2008-02-13,30.550613403320312,31.95098231591236,29.922861671248835,31.548577079560367,10395753
91,2008-02-14,33.22256851196289,33.560589183354615,31.226637760197317,31.226637760197317,12514003
92,2008-02-15,34.17226028442383,34.445896716448054,32.208521871891165,33.09381338549082,12080990
93,2008-02-18,33.97910690307617,34.94488170351332,33.6893759911768,34.94488170351332,6977153
94,2008-02-19,33.60887908935547,34.671228903948936,33.35133940957717,34.59074789046742,7226542
95,2008-02-20,32.77188491821289,33.30306106690574,32.40167302506549,33.28696442303241,5604999
96,2008-02-21,32.99723815917969,33.5606054908504,32.59483292227204,33.30306570259187,3874365
97,2008-02-22,32.5787239074707,32.78797367794463,31.564661785544676,31.90268249285335,2691220
98,2008-02-25,32.852359771728516,33.25476487689178,32.063646202246005,32.9650340744492,6270186
99,2008-02-26,32.981136322021484,33.44792588672669,32.82017425259294,33.15819503503044,7139423
100,2008-02-27,34.912681579589844,36.63497443350009,33.46402293712195,33.46402293712195,43223132
101,2008-02-28,35.894554138183594,36.168190559392585,34.76781952904449,35.25070579010411,35763847
102,2008-02-29,35.37946701049805,36.3774326095981,34.80000536785937,35.66920001500495,16477462
103,2008-03-03,33.89862060546875,35.02535733440629,33.51231205499217,33.83423621092064,10049153
104,2008-03-04,33.0294189453125,34.25273091981944,32.19241762405113,34.12396215752921,11485198
105,2008-03-05,33.64108657836914,33.802048673324244,32.22461883285135,33.190391402581966,8581053
106,2008-03-07,31.91878890991211,33.158197821958616,30.582802311453616,33.158197821958616,14251925
107,2008-03-10,31.805553436279297,32.03204213771606,29.97746339594563,31.967331393627553,11713659
108,2008-03-11,34.42634201049805,34.74989778221973,30.802517806065786,31.546694325623253,19665129
109,2008-03-12,33.5527458190918,35.59114785996613,33.22919000924677,35.36465923192526,12262350
110,2008-03-13,28.94206428527832,33.00269106230772,28.149353237864343,32.67913535362833,47000084
111,2008-03-14,30.931936264038086,31.061357682586248,29.15237969061045,29.750956494211703,35798540
112,2008-03-17,29.71861457824707,30.34954809562583,29.087681060868313,30.34954809562583,19211273
113,2008-03-18,29.977458953857422,30.559859952861196,29.184745324912853,29.67007912504039,12632937
114,2008-03-19,30.1554012298584,33.58509052116092,29.961266921524093,31.38491120180021,16449023
115,2008-03-24,30.446609497070312,31.287855489491967,29.783319640844006,31.287855489491967,11636914
116,2008-03-25,31.595226287841797,31.789358417609808,30.67309154012208,31.23931409188788,13232423
117,2008-03-26,31.401092529296875,32.16144941877613,31.061358553268846,31.38491430296166,11448313
118,2008-03-27,31.96731948852539,32.27469924841749,30.931941385937474,30.931941385937474,17425122
119,2008-03-28,32.03202438354492,32.27469337931879,31.190780788156726,32.11291331738529,11599511
120,2008-03-31,31.805553436279297,32.17764405473267,31.384930308323046,32.03204213771606,9914705
121,2008-04-01,31.870258331298828,32.32323784529213,31.465813512154945,32.03203625895638,6034588
122,2008-04-02,32.38794708251953,33.32626033617419,32.032034780399925,32.032034780399925,6087024
123,2008-04-03,32.12910079956055,32.614434542429876,31.870255697846225,32.468834858419754,3883474
124,2008-04-04,31.96731948852539,32.33940996840677,31.352564357247516,32.33940996840677,5906537
125,2008-04-07,31.837900161743164,32.16145597741828,31.465809657164797,32.01585629921514,4088729
126,2008-04-08,31.029014587402344,31.85408246165064,30.802525926339996,31.789369534844038,5753811
127,2008-04-09,31.109893798828125,31.384914874523812,30.753981589983237,31.126072025457965,3776374
128,2008-04-10,31.72465705871582,31.951145707330436,30.948123922250446,31.061367149431018,7075297
129,2008-04-11,31.870258331298828,32.193814186613935,31.54670247598372,32.03203625895638,4012660
130,2008-04-15,32.3555908203125,32.51736873052899,31.126078263816463,31.676122719701883,6362785
131,2008-04-16,31.918792724609375,32.90563851284838,31.789369067153864,32.67914985511817,4725794
132,2008-04-17,33.14830017089844,33.90865498716184,32.04820913027328,32.40412138929237,14831167
133,2008-04-21,33.682167053222656,34.26456794612682,33.32625698118635,33.649812788993856,7639361
134,2008-04-22,34.232208251953125,34.620476940024865,33.3262538311272,33.64980960835161,8814769
135,2008-04-23,34.264564514160156,34.66900923341003,33.81158730630151,34.29692096940136,5265604
136,2008-04-24,33.05122375488281,34.68518053314249,32.76002449288717,34.62046982983819,8801780
137,2008-04-25,33.326255798339844,33.795411264158375,32.873276366934945,33.649811594663404,4095990
138,2008-04-28,33.45567321777344,34.102784732637325,33.32625179250183,33.35860605169327,4708244
139,2008-04-29,33.92483901977539,34.248394876325825,33.48803992998445,33.649817858259674,6497143
140,2008-04-30,34.15131759643555,34.58811875150304,33.97336368328124,34.26456299049095,6331377
141,2008-05-02,34.45870590209961,35.42937342674991,34.393992978386805,34.669016321405785,5658418
142,2008-05-05,34.296932220458984,35.105821924313794,34.07044134797663,34.911687517687135,7642293
143,2008-05-06,34.0057258605957,34.68519399462706,33.8115936753392,34.02190409126377,5061166
144,2008-05-07,33.5203857421875,34.19985374722102,33.002697818867084,33.973365143627525,4303106
145,2008-05-08,33.115943908691406,33.45567794080675,32.921811743377795,33.26154358123992,3642073
146,2008-05-09,32.921817779541016,33.779239937286206,32.42030575391962,32.6791508827165,8621761
147,2008-05-12,32.921817779541016,33.16448467636554,32.19381489481383,32.921817779541016,4890395
148,2008-05-13,33.018882751464844,33.26154964805857,32.74386158521079,33.06741744733576,5056766
149,2008-05-14,33.06740188598633,33.24535796526057,32.35557976314195,32.35557976314195,2982486
150,2008-05-15,33.08358383178711,33.4556720622815,32.355583402708916,32.355583402708916,2646760
151,2008-05-16,33.34243392944336,33.43950111329499,32.93798915860599,33.326257894012514,4422288
152,2008-05-20,33.27772521972656,33.407148870782336,32.93799115280365,33.00270407545826,3464912
153,2008-05-21,33.48802947998047,33.97336311335683,32.51736221322775,32.51736221322775,3419088
154,2008-05-22,33.03506088256836,33.19683881313695,32.67915075186963,32.67915075186963,3558000
155,2008-05-23,32.485008239746094,33.29389769045414,32.355586805334035,32.840920475758864,4417028
156,2008-05-26,32.242340087890625,32.43647442583414,30.737804454460797,30.737804454460797,2605807
157,2008-05-27,31.271682739257812,32.646795186953256,31.12608303658785,32.2908828522012,3316550
158,2008-05-28,32.42030334472656,32.6144355312078,30.834878420069092,31.384922906479453,4505700
159,2008-05-29,32.954166412353516,33.32625690705644,31.999677220295155,32.760034244652786,11026212
160,2008-05-30,31.902605056762695,33.16447382387814,31.77318363184194,33.035050204704476,4023430
161,2008-06-02,30.543685913085938,32.3555998932994,30.090706320905593,31.708485876719774,4431595
162,2008-06-03,29.411230087280273,30.41425174963598,29.136206779878517,30.09069594998836,6240766
163,2008-06-04,28.50527572631836,29.589186426685977,28.327319583197298,29.2818088308878,5762089
164,2008-06-05,28.456743240356445,28.66705586006594,27.50225391872373,28.472921471757722,9721099
165,2008-06-06,28.149356842041016,29.330336646482166,27.744912154407647,28.31113471709436,6317089
166,2008-06-09,27.761089324951172,28.44055725203479,26.53157708245609,27.825800033660855,6500809
167,2008-06-10,27.566957473754883,27.79344826590483,26.93602416738012,27.50224675924903,6717902
168,2008-06-11,27.696386337280273,28.149363618779226,27.50225196277879,27.825807790779006,2586175
169,2008-06-12,27.890514373779297,28.05229226374374,26.53158053692855,27.340469986750787,3244212
170,2008-06-13,27.712562561035156,28.11700731675208,27.421361020367033,27.84198400516328,4248430
171,2008-06-16,28.683223724365234,29.120022648804273,27.858156163643383,27.955223322714087,4354615
172,2008-06-17,29.5406551361084,29.76714378466349,28.181721050524384,29.087677838998214,4736084
173,2008-06-18,29.50830078125,30.155414700006688,29.443590047650417,29.443590047650417,5055019
174,2008-06-19,28.877365112304688,29.443587828570262,28.408209586249615,28.92589980453667,4221271
175,2008-06-20,28.214067459106445,29.233269385094797,27.841979225425955,29.12002399523403,3837789
176,2008-06-23,27.227224349975586,28.084648475903904,26.95220325597269,27.987581303916336,4516050
177,2008-06-24,26.38597869873047,27.63166922642447,26.110955430771153,27.227222340615466,5238203
178,2008-06-25,25.65797996520996,26.19184611596954,25.07557913167486,25.88446856873666,3933879
179,2008-06-26,27.113977432250977,28.278778948118088,25.803576275463662,25.803576275463662,18253250
180,2008-06-27,25.916824340820312,26.790426739187314,25.771224672510197,26.2080258716937,6821283
181,2008-06-30,25.399139404296875,26.143318257026976,24.671138782023533,25.900651382935862,4596315
182,2008-07-01,23.603403091430664,25.399138322039295,22.697446361242648,25.399138322039295,6202295
183,2008-07-02,24.638776779174805,24.897621825501343,22.859220102777634,23.619577014939413,5245963
184,2008-07-03,23.991662979125977,24.638774436282254,23.296019040384067,24.42846409040755,4726793
185,2008-07-04,24.315221786499023,24.78437721349127,23.45779987490123,23.619577759674623,4862814
186,2008-07-07,24.849090576171875,25.852114446338344,24.6387801812595,24.6387801812595,5528014
187,2008-07-08,25.577091217041016,26.208024543922107,22.972464576685976,22.972464576685976,8354280
188,2008-07-09,27.356647491455078,27.469890694884896,25.916822553429228,25.916822553429228,6860769
189,2008-07-10,28.55380630493164,28.893540338210396,26.596293250566656,27.356650268178477,7216175
190,2008-07-11,27.194869995117188,29.18473713986774,26.984557424159895,28.828827102810305,6040791
191,2008-07-14,27.21104621887207,28.18171574794075,26.531580401052963,26.531580401052963,5942149
192,2008-07-15,26.078598022460938,26.822776666514784,25.88446589417698,26.531577376962446,3693378
193,2008-07-16,25.366779327392578,26.531581034690813,24.929978138592464,26.07860161774012,6973872
194,2008-07-17,26.660995483398438,26.85512978181553,25.884462678235124,25.884462678235124,5038238
195,2008-07-18,28.149356842041016,28.37584542826513,26.353621990098286,27.146333139009116,5983177
196,2008-07-21,29.734790802001953,29.91274696007442,28.165544036617806,28.634699584806256,8754188
197,2008-07-22,30.948118209838867,31.22313930587405,29.4759389741989,29.734784036660827,12631056
198,2008-07-23,33.13212203979492,33.77923364410124,31.740831651685703,32.32323253441203,12798869
199,2008-07-24,31.96731948852539,33.7468763566229,29.97745223189944,29.97745223189944,10764301
200,2008-07-25,32.03202438354492,33.06740449210387,30.818690375939365,31.62757971434307,10710381
201,2008-07-28,31.773176193237305,32.66295431545181,31.41726406665054,32.032018982479606,5533881
202,2008-07-29,30.495145797729492,31.546702322383588,30.252478907424702,31.061368541774005,5145929
203,2008-07-30,31.773176193237305,32.032018982479606,30.770152705039987,30.770152705039987,7354746
204,2008-07-31,30.65692138671875,32.323235222958246,30.252476600386842,32.323235222958246,6006517
205,2008-08-01,31.54669761657715,31.67612125531911,29.120029075514267,30.17158544330818,4699412
206,2008-08-04,31.740825653076172,32.323226425736216,30.915758074662186,30.915758074662186,4301346
207,2008-08-05,33.16447830200195,33.4071451521848,31.54669710652977,31.870252906773565,9161115
208,2008-08-06,32.32322692871094,34.34545034146123,32.09673834533347,34.34545034146123,8616591
209,2008-08-07,32.242340087890625,32.970340563799354,31.23931633227074,31.23931633227074,4809365
210,2008-08-08,31.69229507446289,32.48500624872041,31.579049680603415,31.870248987309303,4883824
211,2008-08-11,31.98349380493164,32.45264921028424,31.740826988964482,32.09673919675081,2714705
212,2008-08-12,31.433454513549805,32.355589440150524,31.190787658576273,32.19380934258159,5801276
213,2008-08-13,31.56287956237793,31.87025717492373,30.81870068330413,31.061367565985577,2754609
214,2008-08-14,30.80251693725586,31.708471317120992,30.737804029334395,31.38491555452546,2566362
215,2008-08-18,30.446609497070312,31.384920478095527,30.155410142753052,30.737808851387573,2963058
216,2008-08-19,29.880388259887695,30.576032414333238,29.265630868415144,30.398078463837912,2941144
217,2008-08-20,30.220117568969727,30.46278440250553,30.009804996686867,30.0906939411988,3319410
218,2008-08-21,29.896562576293945,30.398074484293087,29.540650333390527,30.09069473167054,4138486
219,2008-08-22,29.58918571472168,30.93194367664132,28.82883085859561,30.93194367664132,4139879
220,2008-08-25,29.912744522094727,30.31718930554432,29.70243191814891,30.31718930554432,2034227
221,2008-08-26,29.961286544799805,30.058353762541554,29.411241903268643,29.605374144498068,1489491
222,2008-08-27,29.362688064575195,30.333355220998904,29.200910205171244,30.12304488147483,4297168
223,2008-08-28,28.925907135009766,29.767151210099502,28.55381651061564,29.443595290237138,7382078
224,2008-08-29,30.12305450439453,30.23629991985502,29.314164948972053,29.443586400138308,2219080
225,2008-09-01,30.106748580932617,30.237150473253347,29.503634854478076,30.05784621315529,3417069
226,2008-09-02,31.687883377075195,31.818285270402725,30.057846445224516,30.318652442755667,5030404
227,2008-09-04,31.019577026367188,31.590089331859772,30.758770958823813,31.3292832643164,2813325
228,2008-09-05,30.3349552154541,30.677262971414223,29.99264745949398,30.64466139051279,3330688
229,2008-09-08,31.932392120361328,33.220119250316465,31.62268372038839,31.948690700674568,8377948
230,2008-09-09,32.04648971557617,32.307295713322276,31.312974090533054,31.93238861153956,3737279
231,2008-09-10,31.769386291503906,32.3072968850271,31.45967791433026,31.88348739967868,3847698
232,2008-09-11,30.921770095825195,31.62268423039418,30.677264856667218,31.62268423039418,2567354
233,2008-09-12,31.23147964477539,32.07909878259078,30.726168320726856,31.13367709643106,6093354
234,2008-09-15,29.259140014648438,30.563168243373468,28.37892140243441,30.090458452636014,6770268
235,2008-09-16,29.829648971557617,30.090455029810993,27.7106033409234,28.118112116045364,4654621
236,2008-09-17,29.063520431518555,30.25344462315416,28.68861120434013,30.25344462315416,4674190
237,2008-09-18,28.99832534790039,29.568837529187995,26.91188168354192,28.688619177376648,6603710
238,2008-09-19,30.758764266967773,30.921767747359873,29.340633103206052,29.682940854204695,9821730
239,2008-09-22,30.090450286865234,32.92671268335532,29.84594506033169,31.622682597633514,4162514
240,2008-09-23,29.731842041015625,30.400156775884433,29.177630630713296,29.73184204101562,6569683
241,2008-09-24,30.416458129882812,30.742465107965113,29.438437195635913,29.829645127159413,5730103
242,2008-09-25,29.471040725708008,30.628366016569828,28.77012434997761,30.497961890191945,10926783
243,2008-09-26,28.99832534790039,29.63404069003611,28.4930163274609,29.63404069003611,4967945
244,2008-09-29,27.922502517700195,29.82964180025215,27.384589737332156,29.82964180025215,7859964
245,2008-09-30,27.971399307250977,29.0146209529993,26.406565733190593,26.406565733190593,6616439
246,2008-10-01,28.90052032470703,29.177624869706865,27.75949393696217,28.33000823627252,3743739
247,2008-10-03,29.308032989501953,29.666639310733583,28.525614976960306,29.047226985321405,4681406
248,2008-10-06,28.704917907714844,29.340630993355393,28.118104978325093,28.982024688805463,5560277
249,2008-10-07,29.650341033935547,30.286056413904227,28.688620884705962,28.688620884705962,9928258
250,2008-10-08,29.422138214111328,29.6666434627109,27.41719384906896,28.656023095025205,9985473
251,2008-10-10,29.242820739746094,29.911135226804735,27.074876063864274,29.308023878679,9025179
252,2008-10-13,29.829648971557617,30.057853443450597,29.19393572454267,29.389540820951854,6805621
253,2008-10-14,29.1124267578125,30.938066502463606,28.884222342450126,29.99264505185369,5099383
254,2008-10-15,28.8679256439209,29.487338032086683,28.558219449838003,28.949427390304624,5495022
255,2008-10-16,27.759502410888672,28.460418802882707,27.221591733368392,28.460418802882707,6651066
256,2008-10-17,25.67304801940918,28.525608173496103,25.2981387869181,28.330005375169797,5586092
257,2008-10-20,25.966453552246094,26.993376543335238,25.15143635814787,25.7708507521879,7922965
258,2008-10-21,26.178361892700195,27.54759046964295,25.428545559103306,26.227262044746926,8047276
259,2008-10-22,24.743927001953125,26.11315540385498,24.499421851225094,25.917552609797895,5408099
260,2008-10-23,23.53770637512207,24.35272369453583,23.17909787022963,24.124519287275174,6641370
261,2008-10-24,20.489540100097656,23.14649559714846,20.21243333547846,22.820488679185125,9905588
262,2008-10-27,18.908409118652344,20.21243702878336,16.952367253455822,20.114634493348273,12878172
263,2008-10-29,21.40236473083496,22.755292860614006,19.560423903144713,21.516465851283904,13094201
264,2008-10-31,22.771587371826172,23.472503536451967,21.646864004026405,22.527082195744665,8097887
265,2008-11-03,23.472505569458008,24.09191785149618,22.65748603438653,24.059316274177966,4951148
266,2008-11-04,24.49942970275879,24.6950347703786,23.032398328238997,23.14649944195366,4515828
267,2008-11-05,23.6029109954834,25.68935698474554,23.14649989898403,25.68935698474554,6145587
268,2008-11-06,22.820499420166016,24.36903522022093,22.347789608802866,23.146506491571902,4896229
269,2008-11-07,24.597238540649414,25.330754415903716,22.49449126288561,22.6574947907199,8250147
270,2008-11-10,25.151443481445312,25.721955678892392,24.59723207467197,25.36334712757515,3775177
271,2008-11-11,24.85803985595703,25.90126179167878,24.28752761804459,25.265548597323058,8900004
272,2008-11-12,23.81481170654297,25.39594624163515,23.52140634642584,25.39594624163515,5705390
273,2008-11-14,23.733312606811523,24.77653669388107,23.439907214120893,23.602910701365975,4038880
274,2008-11-17,24.711334228515625,25.52635389864619,22.4944862971689,25.52635389864619,5361538
275,2008-11-18,23.374710083007812,24.646136607038706,22.918298917575623,24.646136607038706,6392448
276,2008-11-19,22.80418586730957,24.206015796410902,22.510778369102034,23.472500367205313,5606729
277,2008-11-20,22.5596866607666,22.98349391824215,21.5979644095885,22.82049044663584,5080395
278,2008-11-21,23.99411964416504,24.743936159404743,21.842472637107864,22.412984866613407,8350092
279,2008-11-24,24.597238540649414,24.98844656527634,23.374712081892245,24.71133968360731,5420119
280,2008-11-25,23.99411964416504,25.151444894765845,23.79851677771754,24.858039489656406,5453771
281,2008-11-26,24.53203582763672,24.906943030651593,23.554014730161366,24.25492896566803,5246053
282,2008-11-27,24.53203582763672,24.532035827636715,24.532035827636715,24.532035827636715,0
283,2008-11-28,24.14081573486328,24.61352750711364,23.179095824988973,23.798510259614098,8464961
284,2008-12-01,23.94521141052246,25.558945016534533,23.847408904820835,24.613525953461984,5733003
285,2008-12-02,23.733312606811523,23.994118628578907,22.983496123308893,23.765914188611053,5879324
286,2008-12-03,24.450525283813477,24.760231411219983,23.227999351254184,23.96151491078976,6430656
287,2008-12-04,25.624155044555664,25.754559168732673,21.67946953125761,21.67946953125761,4648185
288,2008-12-05,25.314453125,26.536979559806195,24.466833912516982,24.466833912516982,5338962
289,2008-12-08,25.37964630126953,26.210964463903014,24.28752434797749,25.99906083127391,11709287
290,2008-12-10,24.972129821777344,26.569564700871975,24.61352361609315,26.569564700871975,11172070
291,2008-12-11,24.69503402709961,25.41224890199151,24.303823903634743,25.41224890199151,9867592
292,2008-12-12,23.928913116455078,24.206019876322472,23.40730117230794,24.091916572641576,9847702
293,2008-12-15,24.320125579833984,24.858038413754613,24.12452272185254,24.74393508844155,5741641
294,2008-12-16,25.249242782592773,25.558948922244987,23.146496326747982,24.450526250581483,9183505
295,2008-12-17,25.21663475036621,25.917550793183253,24.54832027637802,25.917550793183253,8720755
296,2008-12-18,25.966453552246094,26.243560282589744,24.64612525563184,24.64612525563184,12640018
297,2008-12-19,27.22159194946289,27.547598959245327,25.93386470299758,26.73258143478924,10050607
298,2008-12-22,27.237892150878906,27.46609661059771,26.29247051650604,26.29247051650604,6524631
299,2008-12-23,26.68366813659668,27.498685327509786,26.488065337302906,27.058577370942082,5151765
300,2008-12-24,26.227270126342773,27.042287650764415,22.005477581137434,22.005477581137434,13318746
301,2008-12-26,26.276168823242188,27.66169853723524,25.5915554675597,27.66169853723524,5480531
302,2008-12-29,26.83038330078125,27.04228696742561,25.754559753554645,26.569577257381393,3418418
303,2008-12-30,26.781478881835938,27.221589184692885,25.787157160812832,26.765178090827106,4868199
304,2008-12-31,27.10747718811035,27.514985778606952,26.504365800700743,27.514985778606952,4396180
305,2009-01-02,27.498693466186523,27.955104554705375,26.977083636148762,27.955104554705375,3976548
306,2009-01-05,26.87928009033203,27.95510350242358,26.536972339547056,27.95510350242358,4505326
